date,category,product,quantity,price,total,customerid,paymentmethod
2022-02-14,Meat,Chicken,11.0,99999.0,50.0,XXXX,UPI
2022-11-13,Beverages,Juice,18.0,-10.0,-180.0,CUST3880,Cash
2022-08-20,Dairy,Cheese,1000.0,99999.0,99999000.0,XXXX,Card
2023-10-18,Snacks,Candy,2.0,16.99,33.98,XXXX,Wallet
2022-10-07,Snacks,Candy,11.0,-10.0,50.0,XXXX,UPI
2022-03-09,Snacks,Chips,1000.0,320.12,320120.0,CUST3869,INVALID
2021-05-12,Meat,Beef,11.0,396.55,50.0,XXXX,Wallet
2022-06-01,Vegetables,Onion,11.0,31.64,50.0,XXXX,Card
2022-04-25,Frozen,Frozen Fish,-5.0,261.32,-1306.6,XXXX,UPI
2021-03-25,Frozen,Ice Cream,3.0,-10.0,-30.0,XXXX,Card
2021-03-10,Vegetables,Onion,11.0,242.135,50.0,XXXX,Card
2023-10-08,Frozen,Frozen Fish,1000.0,242.135,50.0,XXXX,Card
2023-07-20,Snacks,Nuts,11.0,99999.0,50.0,XXXX,Wallet
2023-08-06,Vegetables,Tomato,-5.0,242.135,50.0,XXXX,Wallet
2022-08-09,Fruits,Grapes,11.0,264.82,50.0,XXXX,Card
2023-05-02,Frozen,Ice Cream,13.0,-10.0,-130.0,XXXX,Card
2022-08-06,Dairy,Yogurt,-5.0,113.06,-565.3,XXXX,Card
2022-05-05,Meat,Beef,1000.0,-10.0,-10000.0,XXXX,Card
2023-03-28,Fruits,Apple,-5.0,242.135,50.0,CUST5342,UPI
2022-10-18,Frozen,Frozen Pizza,-5.0,99999.0,-499995.0,XXXX,Cash
2022-06-28,Bakery,Cake,-5.0,-10.0,50.0,XXXX,Cash
2022-10-31,Snacks,Nuts,-5.0,242.135,50.0,XXXX,Wallet
2021-09-20,Vegetables,Onion,11.0,387.82,50.0,XXXX,UPI
2021-07-24,Fruits,Orange,1000.0,-10.0,-10000.0,XXXX,Card
2022-07-19,Bakery,Bread,1000.0,405.31,405310.0,XXXX,Card
2021-03-29,Snacks,Nuts,1000.0,379.82,379820.0,CUST8319,Cash
2021-01-25,Beverages,Coffee,11.0,-10.0,50.0,CUST1022,Cash
2023-02-19,Dairy,Cream,4.0,242.135,50.0,XXXX,Card
2023-01-11,Beverages,Water,-5.0,242.135,50.0,CUST4132,Cash
2023-03-08,Frozen,Frozen Pizza,11.0,-10.0,50.0,XXXX,Card
2021-12-23,Fruits,Mango,-5.0,149.25,-746.25,XXXX,Card
2022-01-10,Meat,Lamb,1000.0,-10.0,-10000.0,XXXX,UPI
2023-06-11,Frozen,Frozen Veg,11.0,242.135,50.0,CUST7577,Cash
2021-03-27,Dairy,Cream,13.0,431.33,5607.29,XXXX,INVALID
2022-04-08,Dairy,Yogurt,11.0,210.95,50.0,XXXX,UPI
2023-07-03,Vegetables,Onion,-5.0,-10.0,50.0,XXXX,UPI
2022-10-05,Fruits,Grapes,1000.0,242.135,50.0,XXXX,Cash
2021-07-08,Dairy,Butter,1000.0,242.135,50.0,CUST8263,Card
2021-05-13,Vegetables,Potato,15.0,242.135,50.0,CUST7643,Wallet
2021-03-29,Snacks,Candy,1000.0,242.135,50.0,CUST5871,UPI
2021-08-06,Dairy,Yogurt,-5.0,277.65,-1388.25,XXXX,Wallet
2021-02-03,Snacks,Nuts,10.0,242.135,50.0,XXXX,Wallet
2022-10-13,Vegetables,Tomato,1000.0,402.56,402560.0,XXXX,Wallet
2021-10-25,Dairy,Milk,1000.0,242.135,50.0,XXXX,Cash
2023-12-13,Dairy,Butter,11.0,-10.0,50.0,XXXX,Card
2021-05-07,Vegetables,Tomato,-5.0,99999.0,-499995.0,CUST5312,Wallet
2022-02-02,Snacks,Chocolate,2.0,113.98,227.96,XXXX,INVALID
2023-04-08,Frozen,Frozen Fish,-5.0,99999.0,-499995.0,CUST9759,UPI
2021-11-05,Beverages,Juice,1000.0,242.135,50.0,CUST2329,Cash
2023-09-16,Fruits,Orange,-5.0,99999.0,-499995.0,CUST4104,Wallet
2022-03-26,Vegetables,Potato,1000.0,105.6,105600.0,XXXX,Card
2023-06-21,Vegetables,Potato,1000.0,-10.0,-10000.0,CUST7115,INVALID
2021-01-22,Vegetables,Spinach,11.0,99999.0,50.0,XXXX,Card
2022-09-06,Vegetables,Spinach,10.0,242.135,50.0,XXXX,Card
2021-02-09,Frozen,Frozen Fish,1000.0,99999.0,99999000.0,XXXX,Wallet
2021-09-30,Fruits,Banana,-5.0,-10.0,50.0,CUST3613,Wallet
2023-07-11,Vegetables,Potato,11.0,244.4,50.0,XXXX,Card
2023-06-16,Fruits,Orange,11.0,232.88,50.0,XXXX,INVALID
2022-02-26,Beverages,Water,1000.0,242.135,50.0,XXXX,Card
2022-03-30,Beverages,Juice,-5.0,261.76,-1308.8,XXXX,INVALID
2021-05-03,Bakery,Cake,11.0,99999.0,50.0,CUST5506,Cash
2022-04-14,Beverages,Coke,-5.0,124.54,-622.7,XXXX,Card
2022-04-12,Dairy,Cheese,11.0,-10.0,50.0,CUST7458,Wallet
2022-12-25,Meat,Fish,1000.0,-10.0,-10000.0,XXXX,Cash
2021-12-15,Meat,Beef,-5.0,99999.0,-499995.0,XXXX,Card
2023-01-21,Snacks,Candy,11.0,242.135,50.0,XXXX,Card
2022-06-22,Dairy,Milk,14.0,242.135,50.0,XXXX,Card
2023-10-21,Snacks,Chocolate,1000.0,242.135,50.0,CUST2584,Card
2023-01-05,Meat,Lamb,11.0,-10.0,50.0,XXXX,Card
2021-05-29,Vegetables,Tomato,20.0,279.79,5595.8,XXXX,Cash
2023-02-21,Bakery,Croissant,11.0,242.135,50.0,CUST2616,Card
2023-08-27,Frozen,Frozen Veg,-5.0,242.135,50.0,XXXX,Card
2022-08-20,Snacks,Nuts,11.0,309.02,50.0,CUST2430,Card
2021-04-28,Meat,Lamb,11.0,99999.0,50.0,XXXX,Card
2021-02-13,Vegetables,Onion,11.0,242.135,50.0,XXXX,Card
2021-06-18,Frozen,Frozen Pizza,14.0,163.98,2295.72,XXXX,INVALID
2021-10-22,Snacks,Nuts,-5.0,-10.0,50.0,XXXX,Cash
2022-09-17,Bakery,Cake,6.0,223.53,1341.18,XXXX,UPI
2021-04-02,Dairy,Butter,-5.0,99999.0,-499995.0,CUST1668,Cash
2022-05-01,Beverages,Pepsi,-5.0,-10.0,50.0,CUST7683,Wallet
2021-11-10,Bakery,Bun,11.0,-10.0,-110.0,CUST3705,INVALID
2022-06-18,Dairy,Milk,-5.0,-10.0,50.0,XXXX,UPI
2023-06-14,Fruits,Banana,8.0,242.135,50.0,XXXX,UPI
2021-06-25,Meat,Chicken,-5.0,242.135,50.0,XXXX,INVALID
2021-10-27,Beverages,Pepsi,1000.0,-10.0,-10000.0,XXXX,INVALID
2022-05-29,Beverages,Pepsi,11.0,99999.0,50.0,CUST9549,Cash
2022-03-29,Meat,Pork,-5.0,335.52,-1677.6,CUST6120,Card
2023-11-14,Frozen,Frozen Meat,-5.0,242.135,50.0,CUST1829,Cash
2021-01-17,Vegetables,Potato,11.0,445.45,50.0,CUST8988,Card
2021-01-07,Meat,Lamb,11.0,242.135,50.0,CUST2973,INVALID
2022-07-24,Dairy,Yogurt,11.0,242.135,50.0,XXXX,UPI
2022-09-22,Meat,Beef,1000.0,242.135,50.0,XXXX,Cash
2023-01-30,Fruits,Mango,11.0,63.38,50.0,XXXX,INVALID
2023-02-05,Beverages,Coffee,5.0,253.71,1268.55,XXXX,Wallet
2022-04-08,Dairy,Yogurt,1000.0,242.135,50.0,CUST3679,Card
2021-01-11,Meat,Lamb,11.0,-10.0,50.0,XXXX,Card
2023-06-05,Fruits,Apple,-5.0,-10.0,50.0,XXXX,Wallet
2022-01-14,Vegetables,Spinach,11.0,242.135,50.0,XXXX,UPI
2022-08-24,Vegetables,Carrot,1000.0,242.135,50.0,CUST1311,UPI
2021-10-13,Vegetables,Onion,1000.0,-10.0,-10000.0,XXXX,Card
2021-08-01,Beverages,Coffee,1000.0,99999.0,99999000.0,XXXX,Cash
2022-03-10,Fruits,Banana,11.0,-10.0,50.0,CUST4089,Card
2022-09-14,Fruits,Banana,17.0,56.36,958.12,XXXX,Card
2022-01-06,Meat,Fish,11.0,42.78,50.0,CUST4220,Card
2021-04-14,Bakery,Bread,1000.0,-10.0,-10000.0,XXXX,Card
2022-12-21,Dairy,Milk,11.0,242.135,50.0,CUST7488,Card
2021-04-12,Bakery,Bread,-5.0,-10.0,50.0,XXXX,Card
2022-11-09,Fruits,Grapes,1000.0,242.135,50.0,XXXX,Cash
2021-03-26,Vegetables,Tomato,-5.0,23.66,-118.3,CUST8191,Cash
2021-04-25,Bakery,Croissant,11.0,242.135,50.0,CUST8707,Card
2021-12-29,Fruits,Orange,1000.0,242.135,50.0,CUST3657,Wallet
2021-10-20,Dairy,Cream,1000.0,-10.0,-10000.0,XXXX,Card
2023-05-30,Vegetables,Potato,1000.0,383.75,383750.0,XXXX,Card
2022-10-07,Beverages,Coke,4.0,-10.0,-40.0,XXXX,UPI
2022-04-04,Dairy,Cheese,1000.0,255.8,255800.0,XXXX,Wallet
2021-10-03,Vegetables,Onion,1000.0,46.88,46880.0,XXXX,Wallet
2022-07-30,Fruits,Apple,11.0,242.135,50.0,XXXX,Cash
2021-09-14,Dairy,Yogurt,1000.0,99999.0,99999000.0,XXXX,UPI
2023-05-30,Frozen,Frozen Fish,6.0,242.135,50.0,XXXX,Wallet
2021-08-28,Meat,Beef,-5.0,-10.0,50.0,CUST9377,Card
2023-05-23,Bakery,Bun,-5.0,288.78,-1443.9,XXXX,Card
2023-05-03,Frozen,Frozen Pizza,11.0,432.19,50.0,XXXX,UPI
2022-06-14,Beverages,Juice,-5.0,242.135,50.0,XXXX,Card
2021-06-16,Snacks,Candy,-5.0,-10.0,50.0,XXXX,Card
2023-04-28,Fruits,Apple,-5.0,47.24,-236.2,XXXX,Cash
2021-07-04,Frozen,Frozen Meat,1000.0,242.135,50.0,CUST1768,UPI
2023-08-11,Beverages,Juice,14.0,99999.0,1399986.0,XXXX,UPI
2022-10-07,Fruits,Mango,11.0,99999.0,50.0,CUST9960,Wallet
2022-10-21,Meat,Lamb,14.0,242.135,50.0,XXXX,Cash
2021-09-07,Dairy,Cheese,4.0,122.07,488.28,CUST8954,Card
2022-03-28,Dairy,Yogurt,-5.0,-10.0,50.0,XXXX,UPI
2022-12-05,Frozen,Ice Cream,1000.0,242.135,50.0,CUST1544,UPI
2021-01-21,Dairy,Cream,5.0,242.135,50.0,CUST9142,Wallet
2022-08-19,Meat,Fish,1000.0,409.77,409770.0,XXXX,INVALID
2021-12-24,Dairy,Cheese,11.0,382.9,50.0,XXXX,Card
2022-11-29,Fruits,Apple,1000.0,242.135,50.0,XXXX,Card
2022-07-19,Bakery,Bread,-5.0,99999.0,-499995.0,XXXX,INVALID
2023-05-10,Fruits,Banana,1000.0,272.97,272970.0,XXXX,Card
2022-07-12,Snacks,Chips,1000.0,-10.0,-10000.0,XXXX,Cash
2023-08-08,Dairy,Yogurt,-5.0,242.135,50.0,CUST6841,Card
2023-12-03,Fruits,Orange,11.0,271.27,50.0,XXXX,Wallet
2023-04-18,Meat,Pork,-5.0,99999.0,-499995.0,XXXX,Card
2023-08-03,Vegetables,Spinach,17.0,242.135,50.0,XXXX,Card
2022-11-19,Vegetables,Tomato,-5.0,242.135,50.0,XXXX,UPI
2022-12-18,Vegetables,Spinach,-5.0,242.135,50.0,CUST8986,Card
2021-11-03,Fruits,Mango,16.0,-10.0,-160.0,XXXX,INVALID
2021-12-11,Bakery,Cake,-5.0,-10.0,50.0,XXXX,Cash
2023-10-04,Snacks,Chocolate,2.0,99999.0,199998.0,XXXX,Card
2023-08-07,Snacks,Chocolate,1000.0,99999.0,99999000.0,XXXX,Cash
2023-05-31,Snacks,Chips,8.0,-10.0,-80.0,XXXX,INVALID
2021-02-25,Snacks,Cookies,11.0,99999.0,1099989.0,CUST7244,Wallet
2021-05-29,Vegetables,Tomato,-5.0,-10.0,50.0,CUST1505,Card
2022-06-24,Beverages,Pepsi,18.0,-10.0,-180.0,XXXX,Wallet
2023-01-21,Frozen,Frozen Veg,11.0,82.16,50.0,XXXX,Card
2022-03-30,Beverages,Juice,1000.0,242.135,50.0,CUST2885,Cash
2022-03-18,Bakery,Donut,-5.0,405.77,-2028.85,XXXX,UPI
2023-10-10,Fruits,Grapes,-5.0,286.03,-1430.15,XXXX,UPI
2022-05-23,Dairy,Yogurt,1000.0,242.135,50.0,XXXX,INVALID
2023-08-21,Dairy,Yogurt,-5.0,242.135,50.0,XXXX,Card
2023-01-16,Snacks,Nuts,7.0,-10.0,-70.0,CUST9376,Wallet
2021-12-06,Meat,Fish,1000.0,242.135,50.0,CUST2524,UPI
2023-11-06,Beverages,Juice,11.0,-10.0,50.0,XXXX,Card
2023-08-21,Beverages,Water,1000.0,242.135,50.0,XXXX,Card
2021-01-27,Meat,Beef,11.0,-10.0,50.0,CUST5359,Cash
2023-03-13,Bakery,Bread,11.0,-10.0,50.0,XXXX,UPI
2022-02-01,Snacks,Chips,11.0,242.135,50.0,XXXX,Card
2022-08-02,Meat,Lamb,-5.0,-10.0,50.0,CUST7438,Cash
2021-08-12,Vegetables,Tomato,1000.0,99999.0,99999000.0,XXXX,Card
2023-11-19,Fruits,Grapes,11.0,99999.0,50.0,XXXX,Card
2022-10-10,Fruits,Grapes,11.0,-10.0,50.0,XXXX,INVALID
2023-03-19,Bakery,Bun,1000.0,240.34,240340.0,XXXX,INVALID
2021-09-21,Meat,Beef,-5.0,99999.0,-499995.0,CUST6039,Wallet
2022-01-13,Frozen,Frozen Meat,18.0,99999.0,1799982.0,XXXX,Wallet
2022-06-11,Snacks,Candy,11.0,346.43,50.0,XXXX,Cash
2022-05-30,Vegetables,Potato,-5.0,242.135,50.0,CUST4117,UPI
2022-06-05,Bakery,Donut,-5.0,-10.0,50.0,XXXX,Wallet
2022-08-27,Vegetables,Onion,1000.0,99999.0,99999000.0,XXXX,Wallet
2021-08-11,Snacks,Chips,1000.0,-10.0,-10000.0,XXXX,Wallet
2021-03-10,Vegetables,Spinach,-5.0,321.24,-1606.2,CUST5639,Card
2022-07-15,Bakery,Bread,-5.0,114.1,-570.5,XXXX,Card
2021-01-11,Meat,Pork,1000.0,-10.0,-10000.0,XXXX,Card
2021-08-15,Frozen,Ice Cream,1000.0,-10.0,-10000.0,XXXX,Card
2022-02-25,Dairy,Butter,1000.0,56.66,56660.0,CUST3535,Cash
2021-11-29,Meat,Lamb,1000.0,99999.0,99999000.0,XXXX,Card
2023-02-05,Snacks,Candy,11.0,99999.0,50.0,XXXX,INVALID
2023-06-10,Dairy,Yogurt,11.0,242.135,50.0,XXXX,Card
2021-01-24,Bakery,Cake,6.0,242.135,50.0,XXXX,Wallet
2022-07-09,Beverages,Water,-5.0,99999.0,-499995.0,XXXX,UPI
2023-09-11,Vegetables,Onion,-5.0,99999.0,-499995.0,XXXX,Wallet
2023-07-22,Vegetables,Potato,1000.0,-10.0,-10000.0,XXXX,Card
2021-01-29,Meat,Beef,1000.0,242.135,50.0,XXXX,Card
2021-10-29,Bakery,Bun,11.0,99999.0,50.0,CUST4781,Cash
2022-01-18,Vegetables,Spinach,1.0,99999.0,99999.0,CUST6839,INVALID
2022-10-19,Meat,Fish,1000.0,-10.0,-10000.0,XXXX,Card
2022-12-13,Bakery,Bread,-5.0,99999.0,-499995.0,CUST5301,UPI
2023-07-27,Meat,Beef,1000.0,99999.0,99999000.0,XXXX,INVALID
2021-08-27,Beverages,Water,-5.0,242.135,50.0,XXXX,Wallet
2023-12-17,Meat,Beef,18.0,99999.0,1799982.0,XXXX,Card
2022-07-20,Beverages,Water,1000.0,487.04,487040.0,XXXX,Card
2023-03-10,Dairy,Butter,1000.0,86.24,86240.0,XXXX,Card
2021-07-19,Bakery,Croissant,-5.0,288.92,-1444.6,XXXX,Wallet
2023-02-18,Beverages,Juice,1000.0,242.135,50.0,CUST3214,Card
2021-07-18,Bakery,Croissant,1000.0,-10.0,-10000.0,XXXX,INVALID
2022-09-16,Vegetables,Carrot,1000.0,435.64,435640.0,XXXX,Cash
2021-07-02,Beverages,Coffee,6.0,99999.0,599994.0,XXXX,UPI
2022-02-21,Beverages,Coffee,11.0,285.61,3141.71,CUST1042,Card
2022-05-10,Beverages,Pepsi,1000.0,99999.0,99999000.0,XXXX,Cash
2022-02-03,Meat,Lamb,10.0,-10.0,-100.0,XXXX,Card
2022-10-05,Dairy,Yogurt,-5.0,242.135,50.0,XXXX,Card
2022-08-11,Meat,Lamb,11.0,242.135,50.0,XXXX,UPI
2022-09-08,Frozen,Ice Cream,17.0,14.5,246.5,XXXX,UPI
2022-11-02,Fruits,Banana,1000.0,-10.0,-10000.0,CUST9088,Wallet
2022-02-14,Fruits,Apple,1000.0,99999.0,99999000.0,XXXX,UPI
2023-03-03,Snacks,Chips,-5.0,99999.0,-499995.0,XXXX,UPI
2021-02-04,Vegetables,Tomato,11.0,-10.0,50.0,XXXX,INVALID
2022-03-24,Meat,Chicken,11.0,242.135,50.0,CUST1650,Card
2021-12-15,Fruits,Apple,11.0,-10.0,-110.0,XXXX,Wallet
2022-10-27,Dairy,Cheese,4.0,-10.0,-40.0,XXXX,Card
2021-03-22,Frozen,Frozen Pizza,11.0,242.135,50.0,XXXX,UPI
2022-03-04,Fruits,Grapes,16.0,-10.0,-160.0,CUST1101,Card
2021-04-10,Frozen,Frozen Fish,11.0,-10.0,50.0,XXXX,Card
2021-10-23,Snacks,Chips,11.0,-10.0,50.0,XXXX,UPI
2023-04-02,Snacks,Chocolate,2.0,-10.0,-20.0,XXXX,Card
2023-04-02,Bakery,Bread,-5.0,242.135,50.0,XXXX,Card
2021-08-26,Frozen,Frozen Pizza,1000.0,438.38,438380.0,XXXX,Wallet
2021-07-29,Snacks,Chips,1000.0,85.76,85760.0,CUST9540,Card
2022-04-24,Bakery,Croissant,-5.0,-10.0,50.0,CUST5193,INVALID
2021-02-08,Dairy,Cheese,11.0,242.135,50.0,CUST1188,Cash
2022-07-07,Snacks,Chocolate,7.0,99999.0,699993.0,CUST3057,Card
2021-09-03,Dairy,Milk,4.0,99999.0,399996.0,XXXX,Card
2023-06-06,Meat,Lamb,11.0,-10.0,50.0,CUST3252,UPI
2021-05-06,Meat,Fish,-5.0,-10.0,50.0,XXXX,Cash
2022-08-29,Dairy,Yogurt,11.0,322.56,50.0,XXXX,Wallet
2023-06-01,Frozen,Frozen Pizza,11.0,-10.0,50.0,CUST2268,INVALID
2022-06-08,Fruits,Orange,1000.0,252.82,252820.0,XXXX,Wallet
2022-05-06,Beverages,Juice,1000.0,242.135,50.0,XXXX,Card
2022-04-03,Frozen,Frozen Pizza,1000.0,99999.0,99999000.0,CUST5060,Card
2021-09-20,Frozen,Frozen Meat,-5.0,99999.0,-499995.0,XXXX,Cash
2023-11-05,Meat,Pork,-5.0,-10.0,50.0,XXXX,UPI
2023-01-21,Dairy,Yogurt,11.0,242.135,50.0,XXXX,Card
2023-06-15,Snacks,Candy,11.0,99999.0,50.0,CUST2118,Card
2022-02-08,Frozen,Ice Cream,11.0,-10.0,50.0,XXXX,Cash
2021-12-28,Vegetables,Carrot,11.0,-10.0,50.0,XXXX,UPI
2022-04-04,Meat,Pork,1000.0,99999.0,99999000.0,CUST2774,INVALID
2021-02-10,Meat,Fish,7.0,99999.0,699993.0,XXXX,INVALID
2021-01-28,Snacks,Chocolate,-5.0,401.54,-2007.7,XXXX,Wallet
2022-07-17,Fruits,Apple,8.0,242.135,50.0,CUST7390,UPI
2021-01-29,Meat,Chicken,1000.0,401.59,401590.0,CUST3309,Card
2021-01-31,Frozen,Ice Cream,9.0,99999.0,899991.0,XXXX,INVALID
2021-12-17,Bakery,Donut,11.0,242.135,50.0,XXXX,INVALID
2022-10-31,Bakery,Donut,1000.0,99999.0,99999000.0,XXXX,UPI
2023-11-28,Frozen,Ice Cream,-5.0,-10.0,50.0,XXXX,UPI
2022-05-12,Fruits,Apple,1000.0,242.135,50.0,XXXX,INVALID
2022-01-22,Bakery,Donut,1000.0,99999.0,99999000.0,XXXX,INVALID
2021-09-30,Vegetables,Carrot,11.0,242.135,50.0,XXXX,INVALID
2022-06-30,Meat,Beef,11.0,-10.0,50.0,CUST6345,UPI
2023-06-02,Meat,Beef,11.0,-10.0,50.0,XXXX,INVALID
2023-01-09,Fruits,Apple,1000.0,481.6,481600.0,XXXX,Cash
2022-10-13,Bakery,Bun,1000.0,99999.0,99999000.0,CUST6934,Cash
2023-04-12,Meat,Pork,17.0,-10.0,-170.0,XXXX,Cash
2023-01-01,Snacks,Chips,11.0,242.135,50.0,XXXX,INVALID
2021-05-29,Vegetables,Onion,20.0,242.135,50.0,CUST7114,INVALID
2021-08-13,Beverages,Coffee,-5.0,-10.0,50.0,CUST1500,Card
2021-10-20,Frozen,Frozen Veg,-5.0,242.135,50.0,XXXX,Cash
2023-08-11,Frozen,Frozen Pizza,11.0,427.22,50.0,XXXX,UPI
2021-08-17,Beverages,Water,11.0,308.27,50.0,XXXX,Card
2021-11-20,Bakery,Donut,11.0,303.1,50.0,XXXX,Card
2022-01-24,Snacks,Cookies,1000.0,158.72,158720.0,XXXX,Wallet
2021-09-13,Snacks,Nuts,-5.0,-10.0,50.0,XXXX,Card
2023-09-08,Frozen,Ice Cream,11.0,242.135,50.0,XXXX,INVALID
2021-09-08,Bakery,Donut,-5.0,149.59,-747.95,XXXX,UPI
2023-05-14,Beverages,Pepsi,1000.0,-10.0,-10000.0,XXXX,Card
2022-05-11,Frozen,Frozen Meat,1000.0,-10.0,-10000.0,CUST2958,Wallet
2022-01-08,Fruits,Apple,-5.0,-10.0,50.0,XXXX,Wallet
2023-09-30,Beverages,Pepsi,1000.0,99999.0,99999000.0,XXXX,Card
2022-03-27,Dairy,Butter,5.0,50.37,251.85,CUST1432,UPI
2022-04-23,Fruits,Banana,1.0,34.14,34.14,CUST6163,Cash
2022-10-20,Bakery,Croissant,-5.0,99999.0,-499995.0,XXXX,Card
2021-07-03,Snacks,Chips,1000.0,242.135,50.0,XXXX,UPI
2023-08-25,Snacks,Candy,-5.0,-10.0,50.0,XXXX,Card
2022-01-02,Snacks,Chips,11.0,232.83,50.0,XXXX,Cash
2022-11-28,Snacks,Cookies,3.0,-10.0,-30.0,CUST4140,UPI
2021-01-07,Dairy,Cheese,1000.0,242.135,50.0,XXXX,Wallet
2022-07-21,Meat,Pork,-5.0,99999.0,-499995.0,CUST6409,INVALID
2022-04-25,Dairy,Butter,-5.0,266.99,-1334.95,XXXX,Cash
2023-09-25,Vegetables,Potato,8.0,473.68,3789.44,XXXX,INVALID
2021-05-29,Meat,Chicken,1000.0,99999.0,99999000.0,XXXX,Card
2022-06-12,Bakery,Croissant,-5.0,-10.0,50.0,CUST3799,Card
2021-06-18,Frozen,Ice Cream,11.0,45.45,50.0,XXXX,INVALID
2023-01-01,Dairy,Yogurt,1000.0,242.135,50.0,XXXX,Cash
2021-04-07,Fruits,Grapes,-5.0,134.22,-671.1,XXXX,INVALID
2021-02-27,Vegetables,Tomato,-5.0,242.135,50.0,XXXX,UPI
2022-07-28,Vegetables,Onion,1000.0,242.135,50.0,XXXX,UPI
2021-06-19,Snacks,Candy,9.0,99999.0,899991.0,CUST4344,UPI
2021-05-25,Beverages,Coffee,11.0,99999.0,50.0,CUST2376,Wallet
2022-01-11,Fruits,Orange,11.0,268.45,50.0,XXXX,INVALID
2022-05-30,Dairy,Cream,11.0,99999.0,50.0,XXXX,INVALID
2021-02-06,Dairy,Cream,11.0,-10.0,50.0,XXXX,UPI
2022-07-01,Bakery,Cake,-5.0,-10.0,50.0,CUST7338,INVALID
2023-09-21,Bakery,Bun,1000.0,242.135,50.0,XXXX,UPI
2022-02-27,Bakery,Cake,3.0,-10.0,-30.0,XXXX,Card
2023-02-26,Frozen,Ice Cream,11.0,242.135,50.0,CUST2672,Card
2023-04-11,Fruits,Apple,11.0,242.135,50.0,XXXX,Cash
2021-04-05,Fruits,Mango,19.0,-10.0,-190.0,XXXX,Card
2021-04-21,Beverages,Pepsi,1000.0,242.135,50.0,XXXX,Card
2023-05-25,Fruits,Mango,11.0,387.45,50.0,XXXX,Cash
2022-06-01,Frozen,Frozen Veg,4.0,242.135,50.0,XXXX,Card
2023-07-02,Dairy,Milk,11.0,99999.0,50.0,XXXX,Card
2023-07-15,Dairy,Milk,18.0,-10.0,-180.0,XXXX,UPI
2022-09-14,Snacks,Cookies,11.0,-10.0,50.0,CUST3057,Card
2023-12-29,Frozen,Frozen Fish,17.0,-10.0,-170.0,XXXX,Card
2023-02-24,Bakery,Donut,4.0,99999.0,399996.0,XXXX,INVALID
2021-11-08,Vegetables,Potato,-5.0,99999.0,-499995.0,CUST2286,Cash
2022-11-21,Frozen,Frozen Veg,5.0,110.42,552.1,CUST1313,Wallet
2022-01-31,Bakery,Cake,1000.0,242.135,50.0,XXXX,UPI
2023-12-23,Dairy,Yogurt,-5.0,99999.0,-499995.0,XXXX,Wallet
2021-08-07,Frozen,Ice Cream,-5.0,329.26,-1646.3,XXXX,Cash
2021-05-25,Meat,Pork,1000.0,-10.0,-10000.0,CUST1924,Card
2022-05-22,Fruits,Banana,11.0,242.135,50.0,CUST4786,Card
2021-01-18,Snacks,Cookies,11.0,118.6,50.0,XXXX,Card
2022-03-16,Snacks,Candy,-5.0,242.135,50.0,XXXX,Wallet
2023-05-31,Meat,Pork,-5.0,242.135,50.0,CUST5899,Cash
2021-07-14,Meat,Pork,1000.0,99999.0,99999000.0,XXXX,Card
2022-09-04,Snacks,Chocolate,11.0,-10.0,50.0,CUST4989,INVALID
2021-10-16,Fruits,Mango,11.0,99999.0,50.0,CUST8659,UPI
2023-05-21,Frozen,Frozen Veg,-5.0,175.37,-876.85,XXXX,Card
2022-02-24,Meat,Fish,1000.0,242.135,50.0,XXXX,UPI
2022-11-20,Fruits,Orange,10.0,180.4,1804.0,XXXX,Cash
2022-04-20,Vegetables,Spinach,1000.0,242.135,50.0,XXXX,Cash
2023-11-07,Frozen,Frozen Pizza,2.0,-10.0,-20.0,CUST3183,UPI
2023-06-28,Snacks,Cookies,-5.0,323.83,-1619.15,XXXX,Card
2021-12-19,Frozen,Ice Cream,-5.0,-10.0,50.0,XXXX,INVALID
2021-12-03,Dairy,Cream,-5.0,242.135,50.0,XXXX,Card
2022-12-08,Vegetables,Onion,3.0,-10.0,-30.0,XXXX,Card
2022-01-04,Dairy,Cream,16.0,242.135,50.0,CUST9602,Wallet
2022-02-16,Bakery,Croissant,-5.0,41.54,-207.7,CUST3355,Wallet
2023-02-28,Fruits,Mango,13.0,99999.0,1299987.0,CUST6183,Wallet
2021-07-19,Dairy,Milk,11.0,242.135,50.0,XXXX,Wallet
2022-01-22,Meat,Fish,1000.0,99999.0,99999000.0,XXXX,UPI
2023-02-19,Meat,Pork,13.0,242.135,50.0,XXXX,Card
2023-12-22,Frozen,Frozen Veg,9.0,-10.0,-90.0,XXXX,Cash
2022-02-22,Vegetables,Tomato,-5.0,-10.0,50.0,XXXX,Card
2022-06-17,Bakery,Bread,1000.0,49.29,49290.0,CUST8682,UPI
2023-02-16,Fruits,Apple,6.0,242.135,50.0,XXXX,Card
2023-08-31,Bakery,Cake,1000.0,99999.0,99999000.0,CUST1192,UPI
2023-07-26,Bakery,Bread,1000.0,242.135,50.0,XXXX,Card
2023-10-14,Fruits,Orange,2.0,414.52,829.04,XXXX,Wallet
2021-11-19,Frozen,Frozen Pizza,11.0,168.42,50.0,XXXX,Wallet
2023-08-21,Frozen,Frozen Pizza,1000.0,242.135,50.0,XXXX,Card
2023-06-11,Snacks,Cookies,-5.0,99999.0,-499995.0,XXXX,Card
2022-09-15,Dairy,Yogurt,1000.0,-10.0,-10000.0,CUST9522,Card
